,Unnamed: 0,vpp0ch0,vpp1ch1,vpp2ch2,vpp3ch3,UVC,UVB,Rch,Gch,Bch,QilMax,VR1,VR4,VR5,VR5B,qpermax,sigmavis,name,target,qilmax
160,0,4862573,2163608,764528,525028,4607295,7235642,306648,813797,954517,444,740,312,1268,1014,0.6519097653847664,2074962,Salomon BB left ski1,1,0.4340291531666954
161,1,4873633,2170972,762820,517404,4493962,7298461,308120,813712,954204,445,735,316,1257,1006,0.6512888669422834,2076036,Salomon BB left ski1,1,0.431530759546097
162,2,4878984,2167943,761614,518529,4505056,7308045,306505,816217,954437,444,740,314,1232,986,0.6336676020958848,2077159,Salomon BB left ski1,1,0.430523753130981
163,3,4877436,2163839,763523,506626,4501627,7332301,306144,815372,954150,443,768,322,1273,1018,0.6379808825455021,2075666,Salomon BB left ski1,1,0.4296369918824099
164,4,4884560,2174022,756649,524228,4498454,7341648,307548,814965,954061,445,723,309,1232,985,0.6558044619543051,2076574,Salomon BB left ski1,1,0.4346108524552297
165,5,4870805,2175102,763822,510784,4484319,7361770,307062,815964,955547,446,739,321,1331,1064,0.6357446964692065,2078573,Salomon BB left ski1,1,0.4333595843666412
166,6,4879208,2164896,770686,522098,4490983,7354544,307187,813904,956173,443,727,315,1312,1050,0.6459724850078569,2077264,Salomon BB left ski1,1,0.4342515313174641
167,7,4877168,2170600,769158,525993,4487648,7375131,307494,817276,955000,445,746,312,1221,977,0.6332253831397432,2079770,Salomon BB left ski1,1,0.4308557305021908
168,8,4869725,2170484,763594,519034,4491903,7391531,307549,815171,953963,445,750,315,1260,1008,0.6464301789391644,2076683,Salomon BB left ski1,1,0.4305579755255047
169,9,4875395,2170103,756483,523603,4491903,7395317,307258,814980,954813,445,732,309,1211,969,0.632566618968844,2077051,Salomon BB left ski1,1,0.4327164256620776
170,0,5129058,2254477,769691,542682,4309915,8016505,324513,829303,998272,439,734,289,1092,874,0.6519097653847664,2152088,Salomon BB right ski1,1,0.4340291531666954
171,1,5137683,2249517,765788,542797,4188707,8027048,324084,826929,998370,437,729,287,1118,894,0.6512888669422834,2149383,Salomon BB right ski1,1,0.431530759546097
172,2,5144816,2260070,776817,541102,4191291,8081480,323866,827712,998656,439,739,293,1125,900,0.6336676020958848,2150234,Salomon BB right ski1,1,0.430523753130981
173,3,5118442,2247621,756808,535429,4188803,8103030,324605,827151,996983,439,741,288,1092,873,0.6379808825455021,2148739,Salomon BB right ski1,1,0.4296369918824099
174,4,5137436,2264815,780196,548631,4191153,8118748,323632,827312,997269,440,737,291,1147,917,0.6558044619543051,2148213,Salomon BB right ski1,1,0.4346108524552297
175,5,5144537,2259831,767905,555895,4187661,8128248,323812,826829,996929,439,716,282,1049,839,0.6357446964692065,2147570,Salomon BB right ski1,1,0.4333595843666412
176,6,5137470,2262811,763057,548082,4174606,8177852,322895,826944,997028,440,753,285,1070,856,0.6459724850078569,2146867,Salomon BB right ski1,1,0.4342515313174641
177,7,5133014,2259466,781640,544097,4192260,8149535,324082,826997,998568,440,736,294,1123,899,0.6332253831397432,2149647,Salomon BB right ski1,1,0.4308557305021908
178,8,5133194,2256848,766767,540078,4180827,8178613,323256,827259,997815,439,740,290,1089,871,0.6464301789391644,2148330,Salomon BB right ski1,1,0.4305579755255047
179,9,5141722,2260412,774276,547817,4180827,8180611,323812,826782,998451,439,732,289,1085,868,0.632566618968844,2149045,Salomon BB right ski1,1,0.4327164256620776
180,0,4330740,2058910,783697,531328,3683907,6889796,292449,754660,910691,475,710,358,1548,1238,0.6519097653847664,1957800,Salomon NF blue Holmenkol left ski3,1,0.4340291531666954
181,1,4335665,2072514,779326,532233,3542810,6949655,290092,754699,912893,478,724,357,1543,1235,0.6512888669422834,1957684,Salomon NF blue Holmenkol left ski3,1,0.431530759546097
182,2,4345831,2064632,780349,534252,3561523,7013590,290721,754353,911667,475,710,354,1509,1207,0.6336676020958848,1956741,Salomon NF blue Holmenkol left ski3,1,0.430523753130981
183,3,4376365,2051065,789166,519549,3560367,7014414,291010,752916,910834,468,721,364,1565,1252,0.6379808825455021,1954760,Salomon NF blue Holmenkol left ski3,1,0.4296369918824099
184,4,4370331,2051227,791125,525919,3564239,7080894,290092,754507,910530,469,720,361,1510,1208,0.6558044619543051,1955129,Salomon NF blue Holmenkol left ski3,1,0.4346108524552297
185,5,4373555,2058596,789447,527129,3560980,7072837,290003,754060,909331,470,716,360,1527,1222,0.6357446964692065,1953394,Salomon NF blue Holmenkol left ski3,1,0.4333595843666412
186,6,4382525,2058059,777370,529048,3555727,7090963,291874,754307,911112,469,713,352,1455,1164,0.6459724850078569,1957293,Salomon NF blue Holmenkol left ski3,1,0.4342515313174641
187,7,4368207,2071753,787553,536722,3551471,7106250,291606,752954,909214,474,696,356,1520,1216,0.6332253831397432,1953774,Salomon NF blue Holmenkol left ski3,1,0.4308557305021908
188,8,4372219,2060117,797429,533487,3554713,7093848,290595,752739,910244,471,715,360,1568,1254,0.6464301789391644,1953578,Salomon NF blue Holmenkol left ski3,1,0.4305579755255047
189,9,4355249,2072242,773699,520213,3554713,7119408,290938,753508,910459,475,721,361,1561,1249,0.632566618968844,1954905,Salomon NF blue Holmenkol left ski3,1,0.4327164256620776
190,0,4362185,1962270,787845,561435,3809620,7177757,284376,751447,901722,449,675,325,1315,1052,0.6519097653847664,1937545,Salomon NF blue Holmenkol right ski3,1,0.4340291531666954
191,1,4369063,1950678,789257,557766,3678737,7222674,284376,749826,901633,446,685,326,1394,1115,0.6512888669422834,1935835,Salomon NF blue Holmenkol right ski3,1,0.431530759546097
192,2,4383858,1963908,804772,567398,3682807,7267315,285780,748920,902152,447,648,328,1421,1136,0.6336676020958848,1936852,Salomon NF blue Holmenkol right ski3,1,0.430523753130981
193,3,4368328,1956301,794532,563296,3684000,7292051,284989,748713,905159,447,683,325,1335,1068,0.6379808825455021,1938861,Salomon NF blue Holmenkol right ski3,1,0.4296369918824099
194,4,4370980,1960033,803353,561876,3684015,7289632,283838,750832,904130,448,684,330,1337,1069,0.6558044619543051,1938800,Salomon NF blue Holmenkol right ski3,1,0.4346108524552297
195,5,4363186,1952172,786119,555481,3675945,7344207,284359,749334,904174,447,689,326,1315,1052,0.6357446964692065,1937867,Salomon NF blue Holmenkol right ski3,1,0.4333595843666412
196,6,4368567,1968210,787400,561400,3681683,7323191,283856,748467,905249,450,682,326,1351,1081,0.6459724850078569,1937572,Salomon NF blue Holmenkol right ski3,1,0.4342515313174641
197,7,4380671,1958603,803913,554911,3685530,7337308,285404,749458,903002,447,682,334,1386,1108,0.6332253831397432,1937864,Salomon NF blue Holmenkol right ski3,1,0.4308557305021908
198,8,4364220,1958762,784014,554211,3676900,7343857,284702,750696,903396,448,683,327,1324,1059,0.6464301789391644,1938794,Salomon NF blue Holmenkol right ski3,1,0.4305579755255047
199,9,4371732,1963708,793415,555186,3676900,7341378,283064,750409,903432,449,690,331,1361,1089,0.632566618968844,1936905,Salomon NF blue Holmenkol right ski3,1,0.4327164256620776
200,0,4032166,1926344,791730,515639,3388427,6010335,261189,712167,828195,477,712,407,1752,1402,0.6519097653847664,1801551,Vola NF purple ski5,1,0.4340291531666954
201,1,4050042,1942786,776168,518033,3255180,6031486,263275,713065,828732,479,712,398,1684,1347,0.6512888669422834,1805072,Vola NF purple ski5,1,0.431530759546097
202,2,4057606,1939083,782390,528909,3257173,6096307,262520,711230,826190,477,710,392,1630,1304,0.6336676020958848,1799940,Vola NF purple ski5,1,0.430523753130981
203,3,4047223,1933564,770041,511909,3270205,6094380,262197,711169,827317,477,718,399,1705,1364,0.6379808825455021,1800683,Vola NF purple ski5,1,0.4296369918824099
204,4,4053650,1932918,782272,516434,3268233,6103682,263399,711576,829439,476,713,400,1619,1295,0.6558044619543051,1804414,Vola NF purple ski5,1,0.4346108524552297
205,5,4050134,1933178,775251,515979,3250941,6116423,262703,711376,827228,477,700,398,1700,1360,0.6357446964692065,1801307,Vola NF purple ski5,1,0.4333595843666412
206,6,4043805,1943128,775037,529912,3258761,6137297,261963,709978,826405,480,695,390,1661,1329,0.6459724850078569,1798346,Vola NF purple ski5,1,0.4342515313174641
207,7,4055756,1931013,777058,520509,3259662,6158579,261765,710415,827031,476,717,395,1646,1317,0.6332253831397432,1799211,Vola NF purple ski5,1,0.4308557305021908
208,8,4054845,1941693,776708,519424,3248712,6177462,263042,712282,827049,478,719,397,1625,1300,0.6464301789391644,1802373,Vola NF purple ski5,1,0.4305579755255047
209,9,4060241,1940396,779741,519344,3248712,6157001,262485,710476,828732,477,705,398,1659,1327,0.632566618968844,1801693,Vola NF purple ski5,1,0.4327164256620776
210,0,4725936,2051194,764230,498209,4283114,5238618,298594,810768,926786,434,669,326,1366,1093,0.6519097653847664,2036148,Vola ski1 old brush,1,0.4340291531666954
211,1,4725151,2039048,761444,495920,4080412,5851949,300358,808986,926517,431,738,325,1380,1104,0.6512888669422834,2035861,Vola ski1 old brush,1,0.431530759546097
212,2,4725356,2034378,764355,484347,4071657,6091761,298414,809830,926016,430,744,333,1381,1105,0.6336676020958848,2034260,Vola ski1 old brush,1,0.430523753130981
213,3,4718765,2027356,763700,487226,4067499,6185869,298252,809539,924307,429,756,331,1386,1109,0.6379808825455021,2032098,Vola ski1 old brush,1,0.4296369918824099
214,4,4736237,2058420,762491,500045,4063747,6309326,299730,807941,925398,434,733,325,1294,1035,0.6558044619543051,2033069,Vola ski1 old brush,1,0.4346108524552297
215,5,4721084,2045927,762888,485002,4073132,6385373,299619,808164,923563,433,766,335,1393,1114,0.6357446964692065,2031346,Vola ski1 old brush,1,0.4333595843666412
216,6,4753913,2064394,779575,503584,4061996,6450893,299100,809707,924351,434,711,330,1352,1081,0.6459724850078569,2033158,Vola ski1 old brush,1,0.4342515313174641
217,7,4719979,2033630,758992,480613,4063720,6548447,298901,808133,925712,430,748,334,1403,1123,0.6332253831397432,2032746,Vola ski1 old brush,1,0.4308557305021908
218,8,4729168,2036181,753161,486866,4063263,6591219,299333,807865,926821,430,741,327,1320,1056,0.6464301789391644,2034019,Vola ski1 old brush,1,0.4305579755255047
219,9,4744308,2052940,770126,487156,4063263,6593771,298396,809416,924834,432,741,336,1438,1150,0.632566618968844,2032646,Vola ski1 old brush,1,0.4327164256620776
220,0,4313104,1935457,724951,508994,4046521,6751674,300160,781331,941663,448,697,315,1297,1037,0.6312839021893273,2023154,LF BB ski1 hinten DSV max 1% fluor,2,0.4215602091084052
221,1,4319991,1933556,727219,502189,3907056,6886434,298486,782091,941994,447,710,320,1387,1110,0.6300137138379155,2022571,LF BB ski1 hinten DSV max 1% fluor,2,0.4240197132933972
222,2,4311729,1934428,727515,500360,3903627,6948296,298162,781692,941010,448,708,322,1310,1048,0.6424083538262375,2020864,LF BB ski1 hinten DSV max 1% fluor,2,0.4230873699652594
223,3,4305298,1929450,726167,497586,3895541,6982389,298560,780141,942245,448,720,323,1350,1080,0.6378937117270653,2020946,LF BB ski1 hinten DSV max 1% fluor,2,0.4254381344211119
224,4,4320225,1936670,724499,506435,3890178,7011950,299332,780272,941207,448,730,317,1291,1033,0.6299710520402363,2020811,LF BB ski1 hinten DSV max 1% fluor,2,0.4243075261555239
225,5,4301235,1932271,725885,502769,3900316,7051211,298827,780993,943739,449,711,320,1358,1087,0.646325305899774,2023559,LF BB ski1 hinten DSV max 1% fluor,2,0.4244748858833403
226,6,4310698,1942693,725783,509784,3896011,7076080,299117,782430,941457,450,710,317,1268,1015,0.6349683484670677,2023004,LF BB ski1 hinten DSV max 1% fluor,2,0.4217404236771868
227,7,4316194,1939635,728144,510244,3892021,7085310,299047,781300,941753,449,719,317,1306,1045,0.6290654991853724,2022100,LF BB ski1 hinten DSV max 1% fluor,2,0.4244912305544879
228,8,4311238,1944084,727366,510794,3888001,7106465,299728,783721,941332,450,703,317,1331,1065,0.6305832469588107,2024781,LF BB ski1 hinten DSV max 1% fluor,2,0.4218873859412355
229,9,4313536,1931599,729023,501730,3888001,7134227,299674,782669,943507,447,718,321,1344,1075,0.623997837447252,2025850,LF BB ski1 hinten DSV max 1% fluor,2,0.4243054968369998
230,0,3890748,1876175,720695,480372,3909832,7269731,312650,774677,961607,482,742,353,1650,1320,0.6312839021893273,2048934,LF BB ski1 vorne DSV max 1% fluor,2,0.4215602091084052
231,1,3892590,1877780,728286,480031,3784478,7295854,313333,775868,961320,482,715,356,1758,1406,0.6300137138379155,2050521,LF BB ski1 vorne DSV max 1% fluor,2,0.4240197132933972
232,2,3888666,1887160,731802,493471,3777132,7372787,311985,776245,960873,485,722,351,1611,1288,0.6424083538262375,2049103,LF BB ski1 vorne DSV max 1% fluor,2,0.4230873699652594
233,3,3894359,1882016,728249,487206,3781966,7391529,312812,775299,960855,483,735,352,1641,1313,0.6378937117270653,2048966,LF BB ski1 vorne DSV max 1% fluor,2,0.4254381344211119
234,4,3897701,1888691,724190,484736,3779627,7459958,312560,775214,960908,484,716,353,1615,1292,0.6299710520402363,2048682,LF BB ski1 vorne DSV max 1% fluor,2,0.4243075261555239
235,5,3900516,1883124,726934,484017,3772256,7466972,312759,776512,960962,482,739,353,1634,1307,0.646325305899774,2050233,LF BB ski1 vorne DSV max 1% fluor,2,0.4244748858833403
236,6,3889346,1875450,725059,481112,3779132,7485914,312993,775100,962708,482,734,354,1651,1320,0.6349683484670677,2050801,LF BB ski1 vorne DSV max 1% fluor,2,0.4217404236771868
237,7,3895011,1881915,731489,482337,3774433,7504512,311446,775315,960793,483,725,357,1644,1315,0.6290654991853724,2047554,LF BB ski1 vorne DSV max 1% fluor,2,0.4244912305544879
238,8,3885947,1886420,716776,493161,3781966,7511750,313711,774892,963022,485,711,343,1560,1248,0.6305832469588107,2051625,LF BB ski1 vorne DSV max 1% fluor,2,0.4218873859412355
239,9,3883969,1878076,732620,474222,3781966,7527315,312580,774354,960926,483,747,364,1736,1388,0.623997837447252,2047860,LF BB ski1 vorne DSV max 1% fluor,2,0.4243054968369998
240,0,3920494,1872642,768852,501356,3877488,6930240,302640,769329,932980,477,724,365,1734,1387,0.6312839021893273,2004949,LF BB1 hinten 1% DSV alte Bürste,2,0.4215602091084052
241,1,3915146,1900317,762267,499600,3757059,6955943,301254,770443,933508,485,711,369,1789,1431,0.6300137138379155,2005205,LF BB1 hinten 1% DSV alte Bürste,2,0.4240197132933972
242,2,3914895,1890265,761176,495485,3755886,7047079,303016,770436,935298,482,707,369,1840,1472,0.6424083538262375,2008750,LF BB1 hinten 1% DSV alte Bürste,2,0.4230873699652594
243,3,3915159,1890674,767113,505510,3756557,7091787,302460,771803,934395,482,708,364,1777,1422,0.6378937117270653,2008658,LF BB1 hinten 1% DSV alte Bürste,2,0.4254381344211119
244,4,3946610,1902542,799115,513633,3755508,7057755,302802,770927,933356,482,689,373,1809,1447,0.6299710520402363,2007085,LF BB1 hinten 1% DSV alte Bürste,2,0.4243075261555239
245,5,3928332,1889712,768652,503900,3738518,7110673,303217,771381,934573,481,709,365,1770,1416,0.646325305899774,2009171,LF BB1 hinten 1% DSV alte Bürste,2,0.4244748858833403
246,6,3909868,1901464,766676,497795,3754207,7102888,301793,771012,932175,486,709,373,1788,1431,0.6349683484670677,2004980,LF BB1 hinten 1% DSV alte Bürste,2,0.4217404236771868
247,7,3926605,1890417,770812,501825,3738560,7143802,302407,771404,933885,481,703,368,1796,1437,0.6290654991853724,2007696,LF BB1 hinten 1% DSV alte Bürste,2,0.4244912305544879
248,8,3914918,1883073,772544,513344,3747007,7141257,302891,770213,932300,480,706,360,1740,1392,0.6305832469588107,2005404,LF BB1 hinten 1% DSV alte Bürste,2,0.4218873859412355
249,9,3920134,1888190,761659,501740,3747007,7159027,301867,772095,932291,481,722,364,1750,1400,0.623997837447252,2006253,LF BB1 hinten 1% DSV alte Bürste,2,0.4243054968369998
250,0,4373915,1923939,745515,508585,4600544,7082076,305966,822979,969368,439,716,307,1373,1098,0.6312839021893273,2098313,LF BB1 vorne 1% DSV alte Bürste,2,0.4215602091084052
251,1,4387299,1952120,748399,516139,4471553,7133397,304903,826106,970280,444,715,307,1360,1088,0.6300137138379155,2101289,LF BB1 vorne 1% DSV alte Bürste,2,0.4240197132933972
252,2,4386927,1940829,737989,507600,4476453,7165705,305425,823947,969699,442,735,306,1301,1041,0.6424083538262375,2099071,LF BB1 vorne 1% DSV alte Bürste,2,0.4230873699652594
253,3,4397434,1926750,748807,517900,4459023,7207317,306666,824401,969824,438,711,301,1290,1032,0.6378937117270653,2100891,LF BB1 vorne 1% DSV alte Bürste,2,0.4254381344211119
254,4,4392930,1930486,742955,507354,4465480,7258576,306664,824508,971453,439,722,306,1400,1120,0.6299710520402363,2102625,LF BB1 vorne 1% DSV alte Bürste,2,0.4243075261555239
255,5,4401774,1936254,748905,514079,4473211,7263744,307062,823747,970012,439,703,305,1322,1058,0.646325305899774,2100821,LF BB1 vorne 1% DSV alte Bürste,2,0.4244748858833403
256,6,4404472,1952604,750043,521668,4466878,7266222,306037,824293,971060,443,709,303,1302,1041,0.6349683484670677,2101390,LF BB1 vorne 1% DSV alte Bürste,2,0.4217404236771868
257,7,4408213,1937957,756649,525257,4474712,7293993,306145,824768,970863,439,687,301,1359,1087,0.6290654991853724,2101776,LF BB1 vorne 1% DSV alte Bürste,2,0.4244912305544879
258,8,4413340,1925002,757002,513624,4467346,7318988,305605,823448,970737,436,702,306,1349,1079,0.6305832469588107,2099790,LF BB1 vorne 1% DSV alte Bürste,2,0.4218873859412355
259,9,4402327,1948001,743760,520074,4467346,7291983,306307,824178,972134,442,710,300,1293,1034,0.623997837447252,2102619,LF BB1 vorne 1% DSV alte Bürste,2,0.4243054968369998
260,0,4448342,2019787,710903,479642,4148622,8082862,336434,838716,1034229,454,756,304,1320,1056,0.6312839021893273,2209379,LF8 BB Holmenkol hinten DSV,2,0.4215602091084052
261,1,4456199,2020942,708227,492815,4032351,8109659,336396,840237,1033889,453,733,294,1328,1062,0.6300137138379155,2210522,LF8 BB Holmenkol hinten DSV,2,0.4240197132933972
262,2,4460368,2024372,713009,491716,4037822,8124954,335282,840046,1033531,453,741,297,1276,1021,0.6424083538262375,2208859,LF8 BB Holmenkol hinten DSV,2,0.4230873699652594
263,3,4458304,2026854,711834,485941,4019607,8148926,335408,840929,1033853,454,743,301,1294,1035,0.6378937117270653,2210190,LF8 BB Holmenkol hinten DSV,2,0.4254381344211119
264,4,4461743,2013340,705826,490321,4032524,8144934,334813,838970,1032743,451,742,294,1241,993,0.6299710520402363,2206526,LF8 BB Holmenkol hinten DSV,2,0.4243075261555239
265,5,4460383,2019412,716922,483121,4022061,8198187,335156,839285,1033862,452,749,304,1354,1083,0.646325305899774,2208303,LF8 BB Holmenkol hinten DSV,2,0.4244748858833403
266,6,4470670,2016002,715977,494395,4030877,8220851,336794,839462,1034524,450,734,295,1337,1070,0.6349683484670677,2210780,LF8 BB Holmenkol hinten DSV,2,0.4217404236771868
267,7,4456090,2017915,708624,493490,4030767,8191430,335120,838777,1033943,452,742,294,1312,1050,0.6290654991853724,2207840,LF8 BB Holmenkol hinten DSV,2,0.4244912305544879
268,8,4465879,2017769,725464,496160,4012638,8221194,336882,839507,1035268,451,695,298,1333,1066,0.6305832469588107,2211657,LF8 BB Holmenkol hinten DSV,2,0.4218873859412355
269,9,4458539,2026933,714698,486326,4012638,8224848,336468,840614,1034516,454,734,302,1264,1011,0.623997837447252,2211598,LF8 BB Holmenkol hinten DSV,2,0.4243054968369998
270,0,4224238,1975626,673027,477657,4175800,7595248,326781,812060,1007653,467,739,307,1247,997,0.6312839021893273,2146494,LF8 BB Holmenkol vorne DSV,2,0.4215602091084052
271,1,4235379,1977383,677208,476757,4042954,7613096,327124,812322,1006668,466,747,309,1305,1044,0.6300137138379155,2146114,LF8 BB Holmenkol vorne DSV,2,0.4240197132933972
272,2,4222076,1978378,681824,489131,4032140,7673450,326457,812230,1005961,468,732,304,1257,1005,0.6424083538262375,2144648,LF8 BB Holmenkol vorne DSV,2,0.4230873699652594
273,3,4230299,1978201,673547,486937,4040134,7709133,326636,814242,1007205,467,750,301,1191,953,0.6378937117270653,2148083,LF8 BB Holmenkol vorne DSV,2,0.4254381344211119
274,4,4222463,1974878,671577,475283,4024759,7689911,326474,811499,1008709,467,751,307,1253,1002,0.6299710520402363,2146682,LF8 BB Holmenkol vorne DSV,2,0.4243075261555239
275,5,4234724,1982582,678397,489250,4033365,7731308,324927,812375,1005854,468,720,302,1224,979,0.646325305899774,2143156,LF8 BB Holmenkol vorne DSV,2,0.4244748858833403
276,6,4230666,1979923,672487,481047,4040438,7758038,325829,811445,1006740,467,741,305,1217,974,0.6349683484670677,2144014,LF8 BB Holmenkol vorne DSV,2,0.4217404236771868
277,7,4239967,1972515,682615,486101,4043064,7786696,327266,811514,1006507,465,746,304,1324,1059,0.6290654991853724,2145287,LF8 BB Holmenkol vorne DSV,2,0.4244912305544879
278,8,4238879,1986296,684052,491156,4014541,7756592,324676,813903,1006874,468,743,304,1249,999,0.6305832469588107,2145453,LF8 BB Holmenkol vorne DSV,2,0.4218873859412355
279,9,4232667,1983264,680819,478497,4014541,7774845,326473,812767,1006811,468,757,310,1305,1044,0.623997837447252,2146051,LF8 BB Holmenkol vorne DSV,2,0.4243054968369998
280,0,4491690,1915203,718225,490342,4401392,7385887,327301,802754,980163,426,742,295,1274,1019,0.6312839021893273,2110218,LF8 BB Laser structur hinten  DSV,2,0.4215602091084052
281,1,4486815,1931036,729468,503160,4297661,7410968,326744,805243,978284,430,723,295,1232,985,0.6300137138379155,2110271,LF8 BB Laser structur hinten  DSV,2,0.4240197132933972
282,2,4498827,1919333,726333,503015,4283370,7450650,326870,802108,978803,426,718,292,1240,992,0.6424083538262375,2107781,LF8 BB Laser structur hinten  DSV,2,0.4230873699652594
283,3,4498559,1906665,714326,486632,4280370,7451960,327211,801180,978892,423,741,295,1260,1008,0.6378937117270653,2107283,LF8 BB Laser structur hinten  DSV,2,0.4254381344211119
284,4,4506339,1925525,724452,501515,4297502,7492738,326510,801725,978954,427,712,292,1241,992,0.6299710520402363,2107189,LF8 BB Laser structur hinten  DSV,2,0.4243075261555239
285,5,4491744,1917088,723528,485996,4281401,7476693,326619,804045,978131,426,745,301,1313,1050,0.646325305899774,2108795,LF8 BB Laser structur hinten  DSV,2,0.4244748858833403
286,6,4495411,1918004,724455,492897,4294467,7463461,327337,802862,977943,426,728,297,1242,994,0.6349683484670677,2108142,LF8 BB Laser structur hinten  DSV,2,0.4217404236771868
287,7,4501046,1904441,718572,486577,4271948,7506185,327283,802124,978087,423,728,296,1297,1037,0.6290654991853724,2107494,LF8 BB Laser structur hinten  DSV,2,0.4244912305544879
288,8,4494561,1917281,723602,500281,4278637,7488397,328110,802962,978310,426,730,292,1240,992,0.6305832469588107,2109382,LF8 BB Laser structur hinten  DSV,2,0.4218873859412355
289,9,4471794,1917114,717984,492772,4278637,7491297,325773,801863,977629,428,763,296,1242,993,0.623997837447252,2105265,LF8 BB Laser structur hinten  DSV,2,0.4243054968369998
290,0,3826652,1664749,748685,527642,3887834,6702899,285562,737686,892959,435,639,322,1463,1170,0.6312839021893273,1916207,LF8 BB Laser structur vorne  DSV,2,0.4215602091084052
291,1,3802587,1634699,722040,510520,3747172,6702906,286463,738270,893540,429,676,316,1393,1114,0.6300137138379155,1918273,LF8 BB Laser structur vorne  DSV,2,0.4240197132933972
292,2,3824128,1644194,733867,517778,3762380,6741490,285384,738016,892851,429,632,318,1429,1143,0.6424083538262375,1916251,LF8 BB Laser structur vorne  DSV,2,0.4230873699652594
293,3,3809529,1632135,726863,518809,3749193,6749956,285006,739430,891875,428,657,313,1359,1087,0.6378937117270653,1916311,LF8 BB Laser structur vorne  DSV,2,0.4254381344211119
294,4,3818820,1642465,730456,509034,3757356,6754499,284539,738669,895626,430,666,321,1445,1156,0.6299710520402363,1918834,LF8 BB Laser structur vorne  DSV,2,0.4243075261555239
295,5,3811957,1642709,725297,511379,3748950,6781231,285366,740744,894444,430,666,318,1378,1103,0.646325305899774,1920554,LF8 BB Laser structur vorne  DSV,2,0.4244748858833403
296,6,3811135,1644067,749228,519668,3740040,6804858,284557,741035,894623,431,625,323,1467,1174,0.6349683484670677,1920215,LF8 BB Laser structur vorne  DSV,2,0.4217404236771868
297,7,3808322,1632305,729135,517409,3745373,6780269,285708,737210,892278,428,665,315,1371,1096,0.6290654991853724,1915196,LF8 BB Laser structur vorne  DSV,2,0.4244912305544879
298,8,3815467,1638230,730130,516374,3741479,6800868,285565,740151,892752,429,670,316,1393,1115,0.6305832469588107,1918468,LF8 BB Laser structur vorne  DSV,2,0.4218873859412355
299,9,3811476,1635090,720257,514589,3741479,6802590,285977,740244,892878,428,647,312,1321,1057,0.623997837447252,1919099,LF8 BB Laser structur vorne  DSV,2,0.4243054968369998
300,0,4142776,1952234,705456,493080,3848871,7211530,309702,779295,963693,471,703,328,1422,1138,0.6312839021893273,2052690,LF8 BB Swix hinten DSV,2,0.4215602091084052
301,1,4130311,1945395,695301,489206,3713936,7205945,308751,779004,962968,471,741,326,1342,1073,0.6300137138379155,2050723,LF8 BB Swix hinten DSV,2,0.4240197132933972
302,2,4138356,1953401,700273,488831,3734974,7263336,308715,778350,963388,472,728,329,1384,1107,0.6424083538262375,2050453,LF8 BB Swix hinten DSV,2,0.4230873699652594
303,3,4152840,1953246,699492,491286,3733310,7258853,308391,778604,962421,470,720,326,1347,1077,0.6378937117270653,2049416,LF8 BB Swix hinten DSV,2,0.4254381344211119
304,4,4138890,1946144,698004,487426,3735743,7275528,308428,779779,962654,470,732,328,1413,1130,0.6299710520402363,2050861,LF8 BB Swix hinten DSV,2,0.4243075261555239
305,5,4151048,1966251,706730,493535,3723676,7292407,308751,779579,963093,473,708,330,1403,1122,0.646325305899774,2051423,LF8 BB Swix hinten DSV,2,0.4244748858833403
306,6,4136598,1947846,695005,488087,3726835,7325267,309020,777789,963559,470,751,327,1280,1024,0.6349683484670677,2050368,LF8 BB Swix hinten DSV,2,0.4217404236771868
307,7,4147090,1945601,714918,482012,3721679,7305010,309095,778073,962628,469,737,339,1385,1108,0.6290654991853724,2049796,LF8 BB Swix hinten DSV,2,0.4244912305544879
308,8,4146000,1956790,701988,486526,3730587,7325675,310226,777597,962779,471,727,332,1425,1140,0.6305832469588107,2050602,LF8 BB Swix hinten DSV,2,0.4218873859412355
309,9,4137194,1954944,699386,485502,3730587,7302462,310335,778042,964211,472,730,331,1378,1102,0.623997837447252,2052588,LF8 BB Swix hinten DSV,2,0.4243054968369998
310,0,3974717,1745239,680886,474807,4102309,7116521,307799,782145,946882,439,735,309,1343,1075,0.6312839021893273,2036826,LF8 BB Swix vorne DSV,2,0.4215602091084052
311,1,3974933,1736953,688623,473238,3958753,7175284,308608,782822,948045,436,712,311,1359,1087,0.6300137138379155,2039475,LF8 BB Swix vorne DSV,2,0.4240197132933972
312,2,3991164,1740085,682904,491151,3958543,7252032,307710,781924,946900,435,702,297,1229,983,0.6424083538262375,2036534,LF8 BB Swix vorne DSV,2,0.4230873699652594
313,3,3975527,1732805,688586,469163,3970782,7220552,307672,782138,946676,435,732,314,1415,1132,0.6378937117270653,2036486,LF8 BB Swix vorne DSV,2,0.4254381344211119
314,4,3984376,1739424,686124,477352,3947923,7254172,310228,781163,948968,436,719,307,1305,1044,0.6299710520402363,2040359,LF8 BB Swix vorne DSV,2,0.4243075261555239
315,5,3983717,1754275,681552,470558,3965211,7275391,308410,781116,947347,440,718,313,1350,1080,0.646325305899774,2036873,LF8 BB Swix vorne DSV,2,0.4244748858833403
316,6,3977639,1750996,682799,479402,3967691,7272838,306341,782606,948430,440,712,307,1334,1067,0.6349683484670677,2037377,LF8 BB Swix vorne DSV,2,0.4217404236771868
